State,District,Season,Crop,Year,Area,Rainfall,Production,Humidity,Min Temperature,Max Temperature,Temperature
ODISHA,sundargarh,Whole Year,Turmeric,2002,720,244.3360755,1700,76,11,44,27
ODISHA,sundargarh,Whole Year,Turmeric,2003,230,234.8187563,540,78,10,43,26
ODISHA,sundargarh,Whole Year,Turmeric,2004,242,500.2318889,571,75,11,44,27
PUDUCHERRY,pondicherry,Rabi,Turmeric,2007,4,389.0774074,6,77,19,40,28
PUDUCHERRY,pondicherry,Rabi,Turmeric,2008,3,297.2357006,5,77,18,39,28
PUDUCHERRY,pondicherry,Rabi,Turmeric,2009,3,513.7742826,5,76,18,41,28
PUDUCHERRY,pondicherry,Kharif,Turmeric,2010,4,440.7419402,6,79,19,40,28
PUDUCHERRY,pondicherry,Kharif,Turmeric,2011,2,360.2118284,3,77,18,39,28
PUDUCHERRY,pondicherry,Rabi,Turmeric,2011,4,414.128069,6,77,18,39,28
PUDUCHERRY,pondicherry,Rabi,Turmeric,2012,5,385.3700891,9,73,19,41,28
PUDUCHERRY,pondicherry,Rabi,Turmeric,2013,2,30.868,5,75,12,41,28
RAJASTHAN,baran,Whole Year,Turmeric,2005,1,303.5287252,4,50,5,44,25
RAJASTHAN,baran,Whole Year,Turmeric,2006,1,288.8621509,1,53,3,44,26
RAJASTHAN,baran,Whole Year,Turmeric,2010,2,343.5809292,2,51,3,48,26
RAJASTHAN,bhilwara,Whole Year,Turmeric,1998,20,293.4290774,22,53,4,46,25
RAJASTHAN,bhilwara,Whole Year,Turmeric,1999,44,335.3710898,88,48,5,43,26
RAJASTHAN,bhilwara,Whole Year,Turmeric,2000,19,355.5570908,73,46,5,43,26
RAJASTHAN,bhilwara,Whole Year,Turmeric,2001,18,312.2374375,54,48,4,44,25
RAJASTHAN,bhilwara,Whole Year,Turmeric,2002,19,247.5698698,14,44,6,44,27
RAJASTHAN,bhilwara,Whole Year,Turmeric,2003,18,206.4499058,29,56,2,45,25
RAJASTHAN,bhilwara,Whole Year,Turmeric,2004,14,252.6684088,27,49,5,45,27
RAJASTHAN,bhilwara,Whole Year,Turmeric,2006,20,267.6294507,37,53,3,44,26
RAJASTHAN,bhilwara,Whole Year,Turmeric,2007,1,210.1901209,10,51,4,45,26
RAJASTHAN,bundi,Whole Year,Turmeric,1998,36,217.3399267,12,53,4,46,25
RAJASTHAN,bundi,Whole Year,Turmeric,1999,35,233.2128272,48,48,5,43,26
RAJASTHAN,bundi,Whole Year,Turmeric,2000,23,203.7758189,25,46,5,43,26
RAJASTHAN,bundi,Whole Year,Turmeric,2001,26,29.7935,70,48,4,44,25
RAJASTHAN,bundi,Whole Year,Turmeric,2002,42,187.7715103,9,44,6,44,27
RAJASTHAN,bundi,Whole Year,Turmeric,2003,10,179.0062327,29,56,2,45,25
RAJASTHAN,bundi,Whole Year,Turmeric,2004,17,190.7072694,64,49,5,45,27
RAJASTHAN,bundi,Whole Year,Turmeric,2005,28,219.0862724,115,50,5,44,25
RAJASTHAN,bundi,Whole Year,Turmeric,2006,44,199.5467727,391,53,3,44,26
RAJASTHAN,bundi,Whole Year,Turmeric,2007,57,194.2170644,386,51,4,45,26
RAJASTHAN,bundi,Whole Year,Turmeric,2008,31,437.5546458,117,53,5,43,25
RAJASTHAN,bundi,Whole Year,Turmeric,2009,17,329.7072205,38,44,7,44,27
RAJASTHAN,bundi,Whole Year,Turmeric,2010,30,255.137685,113,51,3,48,26
RAJASTHAN,ganganagar,Whole Year,Turmeric,1999,3,302.9498904,3,48,5,43,26
RAJASTHAN,ganganagar,Whole Year,Turmeric,2002,1,422.6993242,1,44,6,44,27
RAJASTHAN,karauli,Whole Year,Turmeric,1998,1,351.2421937,1,53,4,46,25
RAJASTHAN,karauli,Whole Year,Turmeric,1999,1,293.4633495,1,48,5,43,26
RAJASTHAN,karauli,Whole Year,Turmeric,2001,1,346.3336958,1,48,4,44,25
RAJASTHAN,karauli,Whole Year,Turmeric,2003,1,311.934808,2,56,2,45,25
RAJASTHAN,karauli,Whole Year,Turmeric,2004,1,31.65075,1,49,5,45,27
RAJASTHAN,kota,Whole Year,Turmeric,2000,1,244.2887453,1,46,5,43,26
RAJASTHAN,kota,Whole Year,Turmeric,2001,5,241.4075121,4,48,4,44,25
RAJASTHAN,kota,Whole Year,Turmeric,2002,8,277.433126,3,44,6,44,27
RAJASTHAN,kota,Whole Year,Turmeric,2003,1,266.6173438,20,56,2,45,25
RAJASTHAN,kota,Whole Year,Turmeric,2006,1,285.2346953,25,53,3,44,26
RAJASTHAN,kota,Whole Year,Turmeric,2007,1,293.7966413,3,51,4,45,26
RAJASTHAN,rajsamand,Whole Year,Turmeric,1998,1,207.662,1,53,4,46,25
RAJASTHAN,rajsamand,Whole Year,Turmeric,2007,2,204.649,5,51,4,45,26
RAJASTHAN,sawai madhopur,Whole Year,Turmeric,1998,3,191.6963333,3,53,4,46,25
RAJASTHAN,sawai madhopur,Whole Year,Turmeric,1999,1,207.2503333,1,48,5,43,26
RAJASTHAN,sawai madhopur,Whole Year,Turmeric,2007,1,228.5503333,2,51,4,45,26
RAJASTHAN,tonk,Whole Year,Turmeric,2001,1,196.933,2,48,4,44,25
RAJASTHAN,tonk,Whole Year,Turmeric,2002,1,211.032,2,44,6,44,27
RAJASTHAN,tonk,Whole Year,Turmeric,2004,2,102.1014567,4,49,5,45,27
RAJASTHAN,tonk,Whole Year,Turmeric,2009,1,110.7656698,1,44,7,44,27
RAJASTHAN,udaipur,Whole Year,Turmeric,1998,134,155.0813058,244,53,4,46,25
RAJASTHAN,udaipur,Whole Year,Turmeric,1999,128,111.9591922,580,48,5,43,26
RAJASTHAN,udaipur,Whole Year,Turmeric,2000,101,103.1735825,427,46,5,43,26
RAJASTHAN,udaipur,Whole Year,Turmeric,2001,73,106.5845485,341,48,4,44,25
RAJASTHAN,udaipur,Whole Year,Turmeric,2002,50,156.7190457,182,44,6,44,27
RAJASTHAN,udaipur,Whole Year,Turmeric,2003,61,119.4035871,282,56,2,45,25
RAJASTHAN,udaipur,Whole Year,Turmeric,2004,46,334.71,89,49,5,45,27
RAJASTHAN,udaipur,Whole Year,Turmeric,2005,38,133.8560486,74,50,5,44,25
RAJASTHAN,udaipur,Whole Year,Turmeric,2006,52,141.9793374,97,53,3,44,26
RAJASTHAN,udaipur,Whole Year,Turmeric,2007,37,137.4785281,71,51,4,45,26
RAJASTHAN,udaipur,Whole Year,Turmeric,2008,58,178.987294,107,53,5,43,25
RAJASTHAN,udaipur,Whole Year,Turmeric,2009,50,137.6139412,93,44,7,44,27
RAJASTHAN,udaipur,Whole Year,Turmeric,2010,50,194.7646667,95,51,3,48,26
TAMIL NADU,ariyalur,Whole Year,Turmeric,2009,21,104.2950137,106,69,19,42,29
TAMIL NADU,ariyalur,Whole Year,Turmeric,2011,100,108.0005845,548,74,17,41,28
TAMIL NADU,ariyalur,Whole Year,Turmeric,2013,61,157.884132,224,71,19,41,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,1997,2024,120.6335943,16960,69,19,43,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,1998,2652,347.5323333,22221,71,19,44,29
TAMIL NADU,coimbatore,Whole Year,Turmeric,1999,3023,126.5156483,19346,72,18,39,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,2000,4178,134.121304,26062,71,19,42,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,2002,1453,141.6638587,7620,72,18,43,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,2003,1786,169.8368216,7945,69,20,45,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,2004,1822,127.4789018,9686,69,18,39,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,2005,2339,292.5883333,17867,70,19,40,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,2006,2789,104.4162118,21076,70,18,42,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,2007,1907,110.028601,12181,72,18,41,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,2008,1221,121.6893001,12451,70,18,42,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,2009,1285,147.170775,7507,69,19,42,29
TAMIL NADU,coimbatore,Whole Year,Turmeric,2011,2454,107.2652313,27931,74,17,41,28
TAMIL NADU,coimbatore,Whole Year,Turmeric,2013,1203,246.7176667,6472,71,19,41,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,1997,12,103.326369,70,69,19,43,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,1998,29,107.4338641,176,71,19,44,29
TAMIL NADU,cuddalore,Whole Year,Turmeric,1999,55,117.7849053,310,72,18,39,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,2000,72,155.4267421,392,71,19,42,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,2002,40,110.5769785,149,72,18,43,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,2003,51,230.1783333,212,69,20,45,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,2004,78,80.8237071,428,69,18,39,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,2005,90,95.28472559,497,70,19,40,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,2006,143,92.9106438,822,70,18,42,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,2007,153,119.035387,818,72,18,41,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,2008,171,101.6165322,986,70,18,42,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,2009,202,243.5446667,1024,69,19,42,29
TAMIL NADU,cuddalore,Whole Year,Turmeric,2011,722,86.78960789,3956,74,17,41,28
TAMIL NADU,cuddalore,Whole Year,Turmeric,2013,355,97.60046732,1304,71,19,41,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,1997,2075,100.4628723,9470,69,19,43,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,1998,2587,128.4628227,11804,71,19,44,29
TAMIL NADU,dharmapuri,Whole Year,Turmeric,1999,3483,101.5373186,17399,72,18,39,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,2000,3271,358.979,13451,71,19,42,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,2002,1921,115.0096759,4240,72,18,43,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,2003,1659,120.6388063,4114,69,20,45,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,2004,2522,136.5588172,7914,69,18,39,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,2005,3073,146.8544848,7446,70,19,40,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,2006,3690,111.4107904,14769,70,18,42,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,2007,3377,312.4663333,10296,72,18,41,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,2008,5021,116.597246,19012,70,18,42,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,2009,5159,123.6819372,21637,69,19,42,29
TAMIL NADU,dharmapuri,Whole Year,Turmeric,2011,14009,133.8973281,80426,74,17,41,28
TAMIL NADU,dharmapuri,Whole Year,Turmeric,2013,5759,164.104694,10645,71,19,41,28
TAMIL NADU,dindigul,Whole Year,Turmeric,1997,34,120.3523912,210,69,19,43,28
TAMIL NADU,dindigul,Whole Year,Turmeric,1998,11,227.9713333,67,71,19,44,29
TAMIL NADU,dindigul,Whole Year,Turmeric,1999,56,124.1148994,316,72,18,39,28
TAMIL NADU,dindigul,Whole Year,Turmeric,2000,50,112.857325,272,71,19,42,28
TAMIL NADU,dindigul,Whole Year,Turmeric,2002,38,117.4258604,142,72,18,43,28
TAMIL NADU,dindigul,Whole Year,Turmeric,2003,11,169.119405,46,69,20,45,28
TAMIL NADU,dindigul,Whole Year,Turmeric,2004,15,134.1788671,82,69,18,39,28
TAMIL NADU,dindigul,Whole Year,Turmeric,2005,38,201.653,210,70,19,40,28
TAMIL NADU,dindigul,Whole Year,Turmeric,2006,67,94.52122844,385,70,18,42,28
TAMIL NADU,dindigul,Whole Year,Turmeric,2007,23,109.2653524,123,72,18,41,28
TAMIL NADU,dindigul,Whole Year,Turmeric,2008,14,112.2130294,81,70,18,42,28
TAMIL NADU,dindigul,Whole Year,Turmeric,2009,42,166.2214191,213,69,19,42,29
TAMIL NADU,dindigul,Whole Year,Turmeric,2011,117,132.5925349,641,74,17,41,28
TAMIL NADU,dindigul,Whole Year,Turmeric,2013,16,201.692,59,71,19,41,28
TAMIL NADU,erode,Whole Year,Turmeric,1997,9428,87.28034361,63290,69,19,43,28
TAMIL NADU,erode,Whole Year,Turmeric,1998,9256,97.56877863,62135,71,19,44,29
TAMIL NADU,erode,Whole Year,Turmeric,1999,11207,102.5033149,71269,72,18,39,28
TAMIL NADU,erode,Whole Year,Turmeric,2000,10664,145.8414429,65697,71,19,42,28
TAMIL NADU,erode,Whole Year,Turmeric,2002,6135,110.4151202,28781,72,18,43,28
TAMIL NADU,erode,Whole Year,Turmeric,2003,5862,135.4824621,32566,69,20,45,28
TAMIL NADU,erode,Whole Year,Turmeric,2004,8025,150.4817052,60470,69,18,39,28
TAMIL NADU,erode,Whole Year,Turmeric,2005,8586,167.5298088,61813,70,19,40,28
TAMIL NADU,erode,Whole Year,Turmeric,2006,9219,125.7882341,68821,70,18,42,28
TAMIL NADU,erode,Whole Year,Turmeric,2007,7882,237.2193333,54869,72,18,41,28
TAMIL NADU,erode,Whole Year,Turmeric,2008,8365,109.2745424,52872,70,18,42,28
TAMIL NADU,erode,Whole Year,Turmeric,2009,9854,109.4771285,56673,69,19,42,29
TAMIL NADU,erode,Whole Year,Turmeric,2011,12857,117.471344,65108,74,17,41,28
TAMIL NADU,erode,Whole Year,Turmeric,2013,8179,159.3491953,40641,71,19,41,28
TAMIL NADU,karur,Whole Year,Turmeric,1997,367,120.0569329,2980,69,19,43,28
TAMIL NADU,karur,Whole Year,Turmeric,1998,520,100.4873539,4216,71,19,44,29
TAMIL NADU,karur,Whole Year,Turmeric,1999,524,106.0136962,3112,72,18,39,28
TAMIL NADU,karur,Whole Year,Turmeric,2000,598,115.7261413,3657,71,19,42,28
TAMIL NADU,karur,Whole Year,Turmeric,2002,262,138.3800951,684,72,18,43,28
TAMIL NADU,karur,Whole Year,Turmeric,2003,181,103.2385079,244,69,20,45,28
TAMIL NADU,karur,Whole Year,Turmeric,2004,236,223.788,434,69,18,39,28
TAMIL NADU,karur,Whole Year,Turmeric,2005,264,89.8602228,1457,70,19,40,28
TAMIL NADU,karur,Whole Year,Turmeric,2006,312,113.4245186,1792,70,18,42,28
TAMIL NADU,karur,Whole Year,Turmeric,2007,219,107.0103765,1171,72,18,41,28
TAMIL NADU,karur,Whole Year,Turmeric,2008,223,153.5698647,1286,70,18,42,28
TAMIL NADU,karur,Whole Year,Turmeric,2009,300,130.7450721,1520,69,19,42,29
TAMIL NADU,karur,Whole Year,Turmeric,2011,790,173.5496667,4328,74,17,41,28
TAMIL NADU,karur,Whole Year,Turmeric,2013,267,90.85178278,1308,71,19,41,28
TAMIL NADU,madurai,Whole Year,Turmeric,1997,7,108.0551486,40,69,19,43,28
TAMIL NADU,madurai,Whole Year,Turmeric,1998,1,101.2525957,6,71,19,44,29
TAMIL NADU,madurai,Whole Year,Turmeric,1999,2,134.6162996,11,72,18,39,28
TAMIL NADU,madurai,Whole Year,Turmeric,2000,23,119.309025,125,71,19,42,28
TAMIL NADU,madurai,Whole Year,Turmeric,2002,29,269.5276667,108,72,18,43,28
TAMIL NADU,madurai,Whole Year,Turmeric,2003,21,112.8358737,87,69,20,45,28
TAMIL NADU,madurai,Whole Year,Turmeric,2004,20,115.4505728,110,69,18,39,28
TAMIL NADU,madurai,Whole Year,Turmeric,2005,42,120.3601311,232,70,19,40,28
TAMIL NADU,madurai,Whole Year,Turmeric,2006,13,162.3870109,75,70,18,42,28
TAMIL NADU,madurai,Whole Year,Turmeric,2007,17,127.2529176,91,72,18,41,28
TAMIL NADU,madurai,Whole Year,Turmeric,2008,15,242.732,87,70,18,42,28
TAMIL NADU,madurai,Whole Year,Turmeric,2009,13,92.08751643,66,69,19,42,29
TAMIL NADU,madurai,Whole Year,Turmeric,2011,29,98.45412637,159,74,17,41,28
TAMIL NADU,madurai,Whole Year,Turmeric,2013,13,107.5721772,48,71,19,41,28
TAMIL NADU,nagapattinam,Whole Year,Turmeric,1997,5,140.7531814,30,69,19,43,28
TAMIL NADU,nagapattinam,Whole Year,Turmeric,1998,11,102.6561818,67,71,19,44,29
TAMIL NADU,nagapattinam,Whole Year,Turmeric,1999,1,188.3503333,6,72,18,39,28
TAMIL NADU,nagapattinam,Whole Year,Turmeric,2000,3,97.04681209,16,71,19,42,28
TAMIL NADU,nagapattinam,Whole Year,Turmeric,2002,5,105.4310677,19,72,18,43,28
TAMIL NADU,nagapattinam,Whole Year,Turmeric,2003,4,107.353339,17,69,20,45,28
TAMIL NADU,nagapattinam,Whole Year,Turmeric,2004,2,157.5905282,11,69,18,39,28
TAMIL NADU,nagapattinam,Whole Year,Turmeric,2005,3,124.4567107,17,70,19,40,28
TAMIL NADU,nagapattinam,Whole Year,Turmeric,2006,3,95.44227341,17,70,18,42,28
TAMIL NADU,nagapattinam,Whole Year,Turmeric,2007,2,104.2942728,11,72,18,41,28
TAMIL NADU,namakkal,Whole Year,Turmeric,1997,1132,115.6535227,4210,69,19,43,28
TAMIL NADU,namakkal,Whole Year,Turmeric,1998,1178,128.6255436,4378,71,19,44,29
TAMIL NADU,namakkal,Whole Year,Turmeric,1999,2279,96.2050453,9151,72,18,39,28
TAMIL NADU,namakkal,Whole Year,Turmeric,2000,2436,234.851,12774,71,19,42,28
TAMIL NADU,namakkal,Whole Year,Turmeric,2002,1816,88.43454752,6455,72,18,43,28
TAMIL NADU,namakkal,Whole Year,Turmeric,2003,1161,110.2340456,5105,69,20,45,28
TAMIL NADU,namakkal,Whole Year,Turmeric,2004,1399,111.3988371,7070,69,18,39,28
TAMIL NADU,namakkal,Whole Year,Turmeric,2005,2115,151.0534031,12943,70,19,40,28
TAMIL NADU,namakkal,Whole Year,Turmeric,2006,2120,123.7110336,9411,70,18,42,28
TAMIL NADU,namakkal,Whole Year,Turmeric,2007,2019,216.732,11743,72,18,41,28
TAMIL NADU,namakkal,Whole Year,Turmeric,2008,2149,115.5034759,16201,70,18,42,28
TAMIL NADU,namakkal,Whole Year,Turmeric,2009,2240,110.0822063,13925,69,19,42,29
TAMIL NADU,namakkal,Whole Year,Turmeric,2011,5724,114.0086839,49593,74,17,41,28
TAMIL NADU,namakkal,Whole Year,Turmeric,2013,2054,163.844557,11786,71,19,41,28
TAMIL NADU,perambalur,Whole Year,Turmeric,1997,143,126.5644631,1160,69,19,43,28
TAMIL NADU,perambalur,Whole Year,Turmeric,1998,77,238.923,624,71,19,44,29
TAMIL NADU,perambalur,Whole Year,Turmeric,1999,148,130.0603469,879,72,18,39,28
TAMIL NADU,perambalur,Whole Year,Turmeric,2000,216,114.7679456,1321,71,19,42,28
TAMIL NADU,perambalur,Whole Year,Turmeric,2002,241,119.5345788,899,72,18,43,28
TAMIL NADU,perambalur,Whole Year,Turmeric,2003,302,169.7092149,1255,69,20,45,28
TAMIL NADU,perambalur,Whole Year,Turmeric,2004,547,136.5936012,2998,69,18,39,28
TAMIL NADU,perambalur,Whole Year,Turmeric,2005,646,164.83525,3566,70,19,40,28
TAMIL NADU,perambalur,Whole Year,Turmeric,2006,680,107.95475,3907,70,18,42,28
TAMIL NADU,perambalur,Whole Year,Turmeric,2007,639,164.757,3417,72,18,41,28
TAMIL NADU,perambalur,Whole Year,Turmeric,2008,598,207.064,3507,70,18,42,28
TAMIL NADU,perambalur,Whole Year,Turmeric,2009,626,124.2106667,3172,69,19,42,29
TAMIL NADU,perambalur,Whole Year,Turmeric,2011,2018,117.3113333,11057,74,17,41,28
TAMIL NADU,perambalur,Whole Year,Turmeric,2013,943,164.97675,2703,71,19,41,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,1997,7,119.4715,40,69,19,43,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,1998,25,121.065,152,71,19,44,29
TAMIL NADU,pudukkottai,Whole Year,Turmeric,1999,29,176.97675,164,72,18,39,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,2000,20,53.78317757,109,71,19,42,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,2002,4,66.61309813,15,72,18,43,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,2003,4,84.54953352,17,69,20,45,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,2004,6,37.39838715,33,69,18,39,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,2005,4,38.41744893,22,70,19,40,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,2006,3,28.78153741,17,70,18,42,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,2007,2,58.27796145,11,72,18,41,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,2008,3,42.34516345,17,70,18,42,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,2009,10,62.54601362,51,69,19,42,29
TAMIL NADU,pudukkottai,Whole Year,Turmeric,2011,14,42.79775114,77,74,17,41,28
TAMIL NADU,pudukkottai,Whole Year,Turmeric,2013,8,56.53605383,29,71,19,41,28
TAMIL NADU,ramanathapuram,Whole Year,Turmeric,1997,2,72.84525449,10,69,19,43,28
TAMIL NADU,ramanathapuram,Whole Year,Turmeric,2002,1,56.24930324,4,72,18,43,28
TAMIL NADU,ramanathapuram,Whole Year,Turmeric,2003,2,43.80169194,8,69,20,45,28
TAMIL NADU,ramanathapuram,Whole Year,Turmeric,2004,1,35.05189099,5,69,18,39,28
TAMIL NADU,ramanathapuram,Whole Year,Turmeric,2005,1,57.89990758,6,70,19,40,28
TAMIL NADU,ramanathapuram,Whole Year,Turmeric,2006,2,50.2357423,11,70,18,42,28
TAMIL NADU,ramanathapuram,Whole Year,Turmeric,2007,2,80.66247852,11,72,18,41,28
TAMIL NADU,ramanathapuram,Whole Year,Turmeric,2011,1,56.70487321,5,74,17,41,28
TAMIL NADU,ramanathapuram,Whole Year,Turmeric,2013,1,48.83532277,4,71,19,41,28
TAMIL NADU,salem,Whole Year,Turmeric,1997,1360,65.04636023,5060,69,19,43,28
TAMIL NADU,salem,Whole Year,Turmeric,1998,2445,88.41869669,9088,71,19,44,29
TAMIL NADU,salem,Whole Year,Turmeric,1999,4403,68.00189139,14172,72,18,39,28
TAMIL NADU,salem,Whole Year,Turmeric,2000,5216,94.84840762,16140,71,19,42,28
TAMIL NADU,salem,Whole Year,Turmeric,2002,2949,83.41878397,8205,72,18,43,28
TAMIL NADU,salem,Whole Year,Turmeric,2003,2768,26.05636241,7243,69,20,45,28
TAMIL NADU,salem,Whole Year,Turmeric,2004,2696,21.42511074,9866,69,18,39,28
TAMIL NADU,salem,Whole Year,Turmeric,2005,4230,83.86503067,15996,70,19,40,28
TAMIL NADU,salem,Whole Year,Turmeric,2006,5594,51.37533589,25377,70,18,42,28
TAMIL NADU,salem,Whole Year,Turmeric,2007,6298,58.37607872,29756,72,18,41,28
TAMIL NADU,salem,Whole Year,Turmeric,2008,5920,86.98916027,46055,70,18,42,28
TAMIL NADU,salem,Whole Year,Turmeric,2009,7439,65.30301336,33510,69,19,42,29
TAMIL NADU,salem,Whole Year,Turmeric,2011,13684,42.19520523,57580,74,17,41,28
TAMIL NADU,salem,Whole Year,Turmeric,2013,6230,61.8150171,19849,71,19,41,28
TAMIL NADU,sivaganga,Whole Year,Turmeric,2002,1,54.63625143,4,72,18,43,28
TAMIL NADU,sivaganga,Whole Year,Turmeric,2004,28,92.75693762,153,69,18,39,28
TAMIL NADU,sivaganga,Whole Year,Turmeric,2005,2,70.49327253,11,70,19,40,28
TAMIL NADU,sivaganga,Whole Year,Turmeric,2006,2,96.50460604,11,70,18,42,28
TAMIL NADU,sivaganga,Whole Year,Turmeric,2007,1,32.4877037,5,72,18,41,28
TAMIL NADU,sivaganga,Whole Year,Turmeric,2011,4,37.76922531,22,74,17,41,28
TAMIL NADU,sivaganga,Whole Year,Turmeric,2013,3,27.40260211,11,71,19,41,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,1997,13,71.99778842,80,69,19,43,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,1998,5,88.23427631,30,71,19,44,29
TAMIL NADU,thanjavur,Whole Year,Turmeric,1999,7,74.45257639,39,72,18,39,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,2000,4,48.21304803,22,71,19,42,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,2002,5,91.65071536,19,72,18,43,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,2003,7,91.83878275,29,69,20,45,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,2004,18,48.93561863,99,69,18,39,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,2005,15,45.03713489,83,70,19,40,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,2006,12,48.76484121,69,70,18,42,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,2007,7,43.42290343,37,72,18,41,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,2008,5,87.89996277,29,70,18,42,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,2009,3,45.03050463,15,69,19,42,29
TAMIL NADU,thanjavur,Whole Year,Turmeric,2011,35,49.79470872,192,74,17,41,28
TAMIL NADU,thanjavur,Whole Year,Turmeric,2013,13,34.86239239,48,71,19,41,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,1997,7,73.75636603,40,69,19,43,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,1998,28,56.84019717,170,71,19,44,29
TAMIL NADU,the nilgiris,Whole Year,Turmeric,1999,25,83.01809976,141,72,18,39,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,2000,31,51.46417498,169,71,19,42,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,2002,7,56.90318125,26,72,18,43,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,2003,1,68.99368177,4,69,20,45,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,2004,6,98.93472348,33,69,18,39,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,2005,2,67.59206029,11,70,19,40,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,2006,9,101.1774217,52,70,18,42,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,2007,8,84.72770181,43,72,18,41,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,2008,9,68.58339917,52,70,18,42,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,2009,7,91.7911166,35,69,19,42,29
TAMIL NADU,the nilgiris,Whole Year,Turmeric,2011,10,83.5041397,55,74,17,41,28
TAMIL NADU,the nilgiris,Whole Year,Turmeric,2013,15,99.01777875,55,71,19,41,28
TAMIL NADU,theni,Whole Year,Turmeric,1997,4,192.0942014,20,69,19,43,28
TAMIL NADU,theni,Whole Year,Turmeric,1999,10,156.4326001,56,72,18,39,28
TAMIL NADU,theni,Whole Year,Turmeric,2000,1,190.17505,5,71,19,42,28
TAMIL NADU,theni,Whole Year,Turmeric,2002,8,185.3900875,30,72,18,43,28
TAMIL NADU,theni,Whole Year,Turmeric,2003,6,209.3418339,25,69,20,45,28
TAMIL NADU,theni,Whole Year,Turmeric,2004,1,168.5529028,5,69,18,39,28
TAMIL NADU,theni,Whole Year,Turmeric,2005,1,237.5595752,6,70,19,40,28
TAMIL NADU,theni,Whole Year,Turmeric,2008,3,237.8742146,17,70,18,42,28
TAMIL NADU,theni,Whole Year,Turmeric,2009,13,223.3639346,66,69,19,42,29
TAMIL NADU,theni,Whole Year,Turmeric,2011,70,177.5259112,384,74,17,41,28
TAMIL NADU,theni,Whole Year,Turmeric,2013,18,197.5553259,66,71,19,41,28
