,State,District,Year,Season,Crop,Area,Production,Rainfall
20229,Manipur,bishnupur,2000,Whole Year,Dry chillies,380,220,222.6091395
20230,Manipur,bishnupur,2001,Whole Year,Dry chillies,470,280,265.4409283
20231,Manipur,bishnupur,2002,Whole Year,Dry chillies,450,270,214.3616607
20232,Manipur,bishnupur,2003,Whole Year,Dry chillies,250,150,235.8009717
20233,Manipur,bishnupur,2004,Whole Year,Dry chillies,350,210,255.5127476
20234,Manipur,bishnupur,2005,Whole Year,Dry chillies,540,320,244.652729
20235,Manipur,bishnupur,2006,Whole Year,Dry chillies,940,560,265.5882274
20236,Manipur,bishnupur,2007,Whole Year,Dry chillies,670,400,224.8668523
20237,Manipur,chandel,1999,Whole Year,Dry chillies,10,10,241.527071
20238,Manipur,chandel,2000,Whole Year,Dry chillies,10,10,210.8903281
20239,Manipur,chandel,2001,Whole Year,Dry chillies,110,70,244.4168607
20240,Manipur,chandel,2002,Whole Year,Dry chillies,90,40,202.2884051
20241,Manipur,chandel,2003,Whole Year,Dry chillies,50,30,218.9024504
20242,Manipur,chandel,2004,Whole Year,Dry chillies,70,40,236.8512042
20243,Manipur,chandel,2005,Whole Year,Dry chillies,90,50,227.452767
20244,Manipur,chandel,2006,Whole Year,Dry chillies,140,90,238.9733973
20245,Manipur,chandel,2007,Whole Year,Dry chillies,90,60,205.8146998
20246,Manipur,churachandpur,1997,Whole Year,Dry chillies,2,1,226.5376416
20247,Manipur,churachandpur,1998,Autumn,Dry chillies,1070,640,207.7833333
20248,Manipur,churachandpur,1998,Winter,Dry chillies,1040,630,208.4805
20249,Manipur,churachandpur,1999,Whole Year,Dry chillies,1430,860,9.32775
20250,Manipur,churachandpur,2000,Whole Year,Dry chillies,1450,870,246.2341968
20251,Manipur,churachandpur,2001,Whole Year,Dry chillies,2000,170,292.0080997
20252,Manipur,churachandpur,2002,Whole Year,Dry chillies,4830,2900,232.4017583
20253,Manipur,churachandpur,2003,Whole Year,Dry chillies,5650,3390,262.3208965
20254,Manipur,churachandpur,2004,Whole Year,Dry chillies,7760,4660,279.1578247
20255,Manipur,churachandpur,2005,Whole Year,Dry chillies,2280,1370,271.2269021
20256,Manipur,churachandpur,2006,Whole Year,Dry chillies,3580,2150,291.4755752
20257,Manipur,churachandpur,2007,Whole Year,Dry chillies,2420,1450,248.4494646
20258,Manipur,imphal east,1998,Rabi,Dry chillies,80,50,266.9692887
20259,Manipur,imphal east,1998,Summer,Dry chillies,280,170,96.124
20260,Manipur,imphal east,1999,Whole Year,Dry chillies,480,290,326.50375
20261,Manipur,imphal east,2000,Whole Year,Dry chillies,560,340,202.3290382
20262,Manipur,imphal east,2001,Whole Year,Dry chillies,710,430,243.0974198
20263,Manipur,imphal east,2002,Whole Year,Dry chillies,750,450,198.3452017
20264,Manipur,imphal east,2003,Whole Year,Dry chillies,870,520,214.5009335
20265,Manipur,imphal east,2004,Whole Year,Dry chillies,560,340,236.4301611
20266,Manipur,imphal east,2005,Whole Year,Dry chillies,270,160,222.4402634
20267,Manipur,imphal east,2006,Whole Year,Dry chillies,1180,710,245.5126053
20268,Manipur,imphal east,2007,Whole Year,Dry chillies,660,400,206.1498004
20269,Manipur,imphal west,1998,Rabi,Dry chillies,230,140,218.7540667
20270,Manipur,imphal west,1998,Summer,Dry chillies,170,100,105
20271,Manipur,imphal west,1998,Winter,Dry chillies,30,20,397.825
20272,Manipur,imphal west,1999,Whole Year,Dry chillies,420,250,13.6
20273,Manipur,imphal west,2000,Whole Year,Dry chillies,240,150,246.540625
20274,Manipur,imphal west,2001,Whole Year,Dry chillies,100,60,299.4533854
20275,Manipur,imphal west,2002,Whole Year,Dry chillies,610,370,238.4544488
20276,Manipur,imphal west,2003,Whole Year,Dry chillies,180,110,263.9962041
20277,Manipur,imphal west,2004,Whole Year,Dry chillies,460,280,292.0246837
20278,Manipur,imphal west,2005,Whole Year,Dry chillies,270,160,273.3687236
20279,Manipur,imphal west,2006,Whole Year,Dry chillies,300,180,304.2390603
20280,Manipur,imphal west,2007,Whole Year,Dry chillies,370,220,253.5615884
20281,Manipur,senapati,1998,Autumn,Dry chillies,270,160,261.3634657
20282,Manipur,senapati,1998,Rabi,Dry chillies,1000,600,148.21125
20283,Manipur,senapati,1998,Winter,Dry chillies,1000,600,82.4755
20284,Manipur,senapati,1999,Whole Year,Dry chillies,370,220,13.43425
20285,Manipur,senapati,2000,Whole Year,Dry chillies,380,230,179.741353
20286,Manipur,senapati,2001,Whole Year,Dry chillies,590,1200,217.8113628
20287,Manipur,senapati,2002,Whole Year,Dry chillies,260,160,181.1188636
20288,Manipur,senapati,2003,Whole Year,Dry chillies,560,340,196.7699053
20289,Manipur,senapati,2004,Whole Year,Dry chillies,680,400,213.4146588
20290,Manipur,senapati,2005,Whole Year,Dry chillies,580,350,201.1991382
20291,Manipur,senapati,2006,Whole Year,Dry chillies,290,180,223.1708449
20292,Manipur,senapati,2007,Whole Year,Dry chillies,130,80,184.2644037
20293,Manipur,tamenglong,1998,Autumn,Dry chillies,160,100,190.1800336
20294,Manipur,tamenglong,1998,Winter,Dry chillies,140,80,185.98175
20295,Manipur,tamenglong,1999,Whole Year,Dry chillies,410,250,14.73275
20296,Manipur,tamenglong,2000,Whole Year,Dry chillies,330,200,225.0385955
20297,Manipur,tamenglong,2001,Whole Year,Dry chillies,280,350,273.4727163
20298,Manipur,tamenglong,2002,Whole Year,Dry chillies,280,170,221.5492264
20299,Manipur,tamenglong,2003,Whole Year,Dry chillies,510,310,245.1731855
20300,Manipur,tamenglong,2004,Whole Year,Dry chillies,320,190,267.7175988
20301,Manipur,tamenglong,2005,Whole Year,Dry chillies,1230,740,250.9938832
20302,Manipur,tamenglong,2006,Whole Year,Dry chillies,900,540,279.6302403
20303,Manipur,tamenglong,2007,Whole Year,Dry chillies,1300,780,231.92952
20304,Manipur,thoubal,1997,Whole Year,Dry chillies,1,1,236.51621
20305,Manipur,thoubal,1998,Rabi,Dry chillies,420,250,180.8275
20306,Manipur,thoubal,1998,Summer,Dry chillies,590,350,100.92725
20307,Manipur,thoubal,1998,Winter,Dry chillies,130,80,345.2135
20308,Manipur,thoubal,1999,Whole Year,Dry chillies,2650,1590,10.49175
20309,Manipur,thoubal,2000,Whole Year,Dry chillies,2700,1610,209.3334479
20310,Manipur,thoubal,2001,Whole Year,Dry chillies,2100,1260,249.1288707
20311,Manipur,thoubal,2002,Whole Year,Dry chillies,2030,1210,202.2683226
20312,Manipur,thoubal,2003,Whole Year,Dry chillies,4980,2980,220.8339435
20313,Manipur,thoubal,2004,Whole Year,Dry chillies,1390,830,240.4290786
20314,Manipur,thoubal,2005,Whole Year,Dry chillies,1060,640,229.6878399
20315,Manipur,thoubal,2006,Whole Year,Dry chillies,1290,770,248.6709033
20316,Manipur,thoubal,2007,Whole Year,Dry chillies,1100,660,210.7264919
20317,Manipur,ukhrul,1998,Autumn,Dry chillies,340,200,227.8548743
20318,Manipur,ukhrul,1998,Rabi,Dry chillies,1230,740,138.7585
20319,Manipur,ukhrul,1998,Winter,Dry chillies,20,10,81.71775
20320,Manipur,ukhrul,1999,Whole Year,Dry chillies,610,360,11.2945
20321,Manipur,ukhrul,2000,Whole Year,Dry chillies,1120,670,163.3220226
20322,Manipur,ukhrul,2001,Whole Year,Dry chillies,1090,650,196.2654185
20323,Manipur,ukhrul,2002,Whole Year,Dry chillies,840,510,164.1853682
20324,Manipur,ukhrul,2003,Whole Year,Dry chillies,340,20,173.529614
20325,Manipur,ukhrul,2004,Whole Year,Dry chillies,330,200,192.1963012
20326,Manipur,ukhrul,2005,Whole Year,Dry chillies,170,100,180.8867751
20327,Manipur,ukhrul,2006,Whole Year,Dry chillies,290,170,198.5474813
20328,Manipur,ukhrul,2007,Whole Year,Dry chillies,390,230,164.8171234
20329,Meghalaya,east garo hills,1997,Whole Year,Dry chillies,324,194,176.908677
20330,Meghalaya,east garo hills,1998,Whole Year,Dry chillies,324,194,258.58025
20331,Meghalaya,east garo hills,1999,Whole Year,Dry chillies,330,198,230.5621875
20332,Meghalaya,east garo hills,2000,Whole Year,Dry chillies,331,198,289.716849
20333,Meghalaya,east garo hills,2001,Whole Year,Dry chillies,332,199,328.3913207
20334,Meghalaya,east garo hills,2002,Whole Year,Dry chillies,328,196,261.3540267
20335,Meghalaya,east garo hills,2003,Whole Year,Dry chillies,329,197,256.9773356
20336,Meghalaya,east garo hills,2004,Whole Year,Dry chillies,332,199,285.0411946
20337,Meghalaya,east garo hills,2005,Whole Year,Dry chillies,332,197,253.8783496
20338,Meghalaya,east garo hills,2006,Rabi,Dry chillies,333,197,310.1035291
20339,Meghalaya,east garo hills,2008,Whole Year,Dry chillies,340,204,21.93425
20340,Meghalaya,east garo hills,2010,Whole Year,Dry chillies,348,205,241.0598059
20341,Meghalaya,east garo hills,2011,Whole Year,Dry chillies,379,224,229.5678667
20342,Meghalaya,east garo hills,2012,Whole Year,Dry chillies,407,252,265.5169056
20343,Meghalaya,east garo hills,2013,Whole Year,Dry chillies,316,212,244.3360755
20344,Meghalaya,east khasi hills,1997,Whole Year,Dry chillies,81,49,234.8187563
20345,Meghalaya,east khasi hills,1998,Whole Year,Dry chillies,85,52,347.3914167
20346,Meghalaya,east khasi hills,1999,Whole Year,Dry chillies,92,58,293.7618681
20347,Meghalaya,east khasi hills,2000,Whole Year,Dry chillies,94,59,342.7209057
20348,Meghalaya,east khasi hills,2001,Whole Year,Dry chillies,93,61,513.7501588
20349,Meghalaya,east khasi hills,2002,Whole Year,Dry chillies,97,67,440.7399299
20350,Meghalaya,east khasi hills,2003,Whole Year,Dry chillies,92,61,360.2116608
20351,Meghalaya,east khasi hills,2004,Whole Year,Dry chillies,90,65,414.1280551
20352,Meghalaya,east khasi hills,2005,Whole Year,Dry chillies,94,68,385.3700879
20353,Meghalaya,east khasi hills,2006,Rabi,Dry chillies,98,163,437.192424
20354,Meghalaya,east khasi hills,2008,Whole Year,Dry chillies,122,216,33.20025
20355,Meghalaya,east khasi hills,2010,Whole Year,Dry chillies,111,232,365.6578104
20356,Meghalaya,east khasi hills,2011,Whole Year,Dry chillies,116,244,343.5809292
20357,Meghalaya,east khasi hills,2012,Whole Year,Dry chillies,124,275,293.4290774
20358,Meghalaya,east khasi hills,2013,Whole Year,Dry chillies,134,309,335.3710898
20359,Meghalaya,west garo hills,1997,Whole Year,Dry chillies,882,548,355.5570908
20360,Meghalaya,west garo hills,1998,Whole Year,Dry chillies,882,550,221.5500833
20361,Meghalaya,west garo hills,1999,Whole Year,Dry chillies,883,550,204.2815903
20362,Meghalaya,west garo hills,2000,Whole Year,Dry chillies,883,551,252.4877159
20363,Meghalaya,west garo hills,2001,Whole Year,Dry chillies,885,552,267.614393
20364,Meghalaya,west garo hills,2002,Whole Year,Dry chillies,880,548,210.1888661
20365,Meghalaya,west garo hills,2003,Whole Year,Dry chillies,884,550,217.3398222
20366,Meghalaya,west garo hills,2004,Whole Year,Dry chillies,888,549,233.2128185
20367,Meghalaya,west garo hills,2005,Whole Year,Dry chillies,895,559,203.7758182
20368,Meghalaya,west garo hills,2006,Rabi,Dry chillies,904,565,255.5554849
20369,Meghalaya,west garo hills,2008,Whole Year,Dry chillies,918,586,26.68775
20370,Meghalaya,west garo hills,2010,Whole Year,Dry chillies,942,596,195.5947925
20371,Meghalaya,west garo hills,2011,Whole Year,Dry chillies,943,611,190.7072694
20372,Meghalaya,west garo hills,2012,Whole Year,Dry chillies,1013,687,219.0862724
20373,Meghalaya,west garo hills,2013,Whole Year,Dry chillies,920,649,199.5467727
20374,Meghalaya,west khasi hills,1997,Whole Year,Dry chillies,58,29,194.2170644
20375,Meghalaya,west khasi hills,1998,Whole Year,Dry chillies,50,17,293.2443333
20376,Meghalaya,west khasi hills,1999,Whole Year,Dry chillies,48,18,252.0991111
20377,Meghalaya,west khasi hills,2000,Whole Year,Dry chillies,45,23,302.6966759
20378,Meghalaya,west khasi hills,2001,Whole Year,Dry chillies,48,24,422.678223
20379,Meghalaya,west khasi hills,2002,Whole Year,Dry chillies,45,23,351.2404352
20380,Meghalaya,west khasi hills,2003,Whole Year,Dry chillies,42,22,293.4632029
20381,Meghalaya,west khasi hills,2004,Whole Year,Dry chillies,48,28,346.3336836
20382,Meghalaya,west khasi hills,2005,Whole Year,Dry chillies,48,34,311.934807
20383,Meghalaya,west khasi hills,2006,Rabi,Dry chillies,50,42,369.9983172
20384,Meghalaya,west khasi hills,2008,Whole Year,Dry chillies,48,39,21.15775
20385,Meghalaya,west khasi hills,2010,Whole Year,Dry chillies,47,45,297.4931454
20386,Meghalaya,west khasi hills,2011,Whole Year,Dry chillies,49,48,277.433126
20387,Meghalaya,west khasi hills,2012,Whole Year,Dry chillies,53,53,266.6173438
20388,Meghalaya,west khasi hills,2013,Whole Year,Dry chillies,37,36,285.2346953
20389,Nagaland,kohima,2007,Kharif,Dry chillies,100,130,293.7966413
20390,Nagaland,kohima,2008,Kharif,Dry chillies,280,360,183.0603333
20391,Nagaland,mokokchung,2007,Kharif,Dry chillies,90,100,192.1116667
20392,Nagaland,mokokchung,2008,Kharif,Dry chillies,190,230,204.649
20393,Nagaland,mon,2007,Kharif,Dry chillies,60,70,165.5156667
20394,Nagaland,mon,2008,Kharif,Dry chillies,280,340,223.5633333
20395,Nagaland,phek,2007,Kharif,Dry chillies,90,110,161.7843333
20396,Nagaland,phek,2008,Kharif,Dry chillies,260,320,191.6963333
20397,Nagaland,tuensang,2007,Kharif,Dry chillies,50,70,186.8683333
20398,Nagaland,tuensang,2008,Kharif,Dry chillies,170,230,207.2503333
20399,Nagaland,wokha,2007,Kharif,Dry chillies,120,160,177.6783333
20400,Nagaland,wokha,2008,Kharif,Dry chillies,320,400,186.7743333
20401,Nagaland,zunheboto,2007,Kharif,Dry chillies,80,100,167.101
20402,Nagaland,zunheboto,2008,Kharif,Dry chillies,240,300,196.933
20403,Odisha,anugul,1999,Kharif,Dry chillies,1860,1250,177.372
20404,Odisha,anugul,1999,Rabi,Dry chillies,2390,1360,195.5513333
20405,Odisha,anugul,2000,Whole Year,Dry chillies,3950,3360,30.744
20406,Odisha,anugul,2001,Whole Year,Dry chillies,3140,2670,103.572619
20407,Odisha,anugul,2002,Whole Year,Dry chillies,3500,2970,110.7652183
20408,Odisha,anugul,2003,Whole Year,Dry chillies,3550,3020,155.0812682
20409,Odisha,anugul,2004,Whole Year,Dry chillies,4541,3860,111.959189
20410,Odisha,balangir,1999,Kharif,Dry chillies,3950,3520,105.1300991
20411,Odisha,balangir,1999,Rabi,Dry chillies,1990,1740,192.2473333
20412,Odisha,balangir,2000,Whole Year,Dry chillies,3920,3040,14.50775
20413,Odisha,balangir,2001,Whole Year,Dry chillies,3760,2910,103.1683678
20414,Odisha,balangir,2002,Whole Year,Dry chillies,2990,2310,106.584114
20415,Odisha,balangir,2003,Whole Year,Dry chillies,2450,1960,156.7190095
20416,Odisha,balangir,2004,Whole Year,Dry chillies,3363,2690,119.4035841
20417,Odisha,baleshwar,1999,Kharif,Dry chillies,1020,480,97.98396534
20418,Odisha,baleshwar,1999,Rabi,Dry chillies,2590,1770,247.4283333
20419,Odisha,baleshwar,2000,Whole Year,Dry chillies,3700,3180,45.5735
20420,Odisha,baleshwar,2001,Whole Year,Dry chillies,3680,3120,141.9720889
20421,Odisha,baleshwar,2002,Whole Year,Dry chillies,4120,3540,137.4779241
20422,Odisha,baleshwar,2003,Whole Year,Dry chillies,4440,3820,178.9872437
20423,Odisha,baleshwar,2004,Whole Year,Dry chillies,3941,3390,137.613937
20424,Odisha,bargarh,1999,Kharif,Dry chillies,3100,3380,131.6310781
20425,Odisha,bargarh,1999,Rabi,Dry chillies,2240,2680,232.2153333
20426,Odisha,bargarh,2000,Whole Year,Dry chillies,4880,4160,12.273
20427,Odisha,bargarh,2001,Whole Year,Dry chillies,5120,4300,104.2896529
20428,Odisha,bargarh,2002,Whole Year,Dry chillies,3460,2910,108.0001377
20429,Odisha,bargarh,2003,Whole Year,Dry chillies,2560,2200,157.8840948
20430,Odisha,bargarh,2004,Whole Year,Dry chillies,2397,2060,120.6335912
20431,Odisha,bhadrak,1999,Kharif,Dry chillies,810,480,91.8483826
20432,Odisha,bhadrak,1999,Rabi,Dry chillies,1550,950,233.8113333
20433,Odisha,bhadrak,2000,Whole Year,Dry chillies,1860,1490,52.41675
20434,Odisha,bhadrak,2001,Whole Year,Dry chillies,1880,1580,134.1144617
20435,Odisha,bhadrak,2002,Whole Year,Dry chillies,1830,1490,141.6632885
20436,Odisha,bhadrak,2003,Whole Year,Dry chillies,3570,2900,169.836774
20437,Odisha,bhadrak,2004,Whole Year,Dry chillies,2775,2250,127.4788978
20438,Odisha,cuttack,1999,Kharif,Dry chillies,1850,3140,133.3592415
20439,Odisha,cuttack,1999,Rabi,Dry chillies,2650,2310,191.076
20440,Odisha,cuttack,2000,Whole Year,Dry chillies,1980,1740,66.3145
20441,Odisha,cuttack,2001,Whole Year,Dry chillies,1870,1610,110.0231855
20442,Odisha,cuttack,2002,Whole Year,Dry chillies,3120,2650,121.6888488
20443,Odisha,cuttack,2003,Whole Year,Dry chillies,3530,3000,147.1707374
20444,Odisha,cuttack,2004,Whole Year,Dry chillies,3894,3310,107.2652281
20445,Odisha,dhenkanal,1999,Kharif,Dry chillies,2090,1420,116.9631857
20446,Odisha,dhenkanal,1999,Rabi,Dry chillies,1610,1010,188.2916667
20447,Odisha,dhenkanal,2000,Whole Year,Dry chillies,3300,2800,44.812
20448,Odisha,dhenkanal,2001,Whole Year,Dry chillies,3420,2910,107.4282459
20449,Odisha,dhenkanal,2002,Whole Year,Dry chillies,2500,2130,117.7844372
20450,Odisha,dhenkanal,2003,Whole Year,Dry chillies,2550,2170,155.4267031
20451,Odisha,dhenkanal,2004,Whole Year,Dry chillies,3792,3220,110.5769753
20452,Odisha,gajapati,1999,Kharif,Dry chillies,380,380,113.5562479
20453,Odisha,gajapati,1999,Rabi,Dry chillies,640,700,139.3043333
20454,Odisha,gajapati,2000,Whole Year,Dry chillies,660,510,74.25625
20455,Odisha,gajapati,2001,Whole Year,Dry chillies,1860,1470,95.28100993
20456,Odisha,gajapati,2002,Whole Year,Dry chillies,1920,1630,92.91033416
20457,Odisha,gajapati,2003,Whole Year,Dry chillies,1950,1660,119.0353612
20458,Odisha,gajapati,2004,Whole Year,Dry chillies,1812,1540,101.6165301
20459,Odisha,ganjam,1999,Kharif,Dry chillies,1590,1050,104.9262942
20460,Odisha,ganjam,1999,Rabi,Dry chillies,3310,3330,150.897
20461,Odisha,ganjam,2000,Whole Year,Dry chillies,4350,3790,71.68975
20462,Odisha,ganjam,2001,Whole Year,Dry chillies,4650,4040,97.59626659
20463,Odisha,ganjam,2002,Whole Year,Dry chillies,5000,4400,100.4625222
20464,Odisha,ganjam,2003,Whole Year,Dry chillies,4550,4000,128.4627935
20465,Odisha,ganjam,2004,Whole Year,Dry chillies,4267,3750,101.5373161
20466,Odisha,jagatsinghapur,1999,Kharif,Dry chillies,670,540,106.2695263
20467,Odisha,jagatsinghapur,1999,Rabi,Dry chillies,3790,3300,218.8653333
20468,Odisha,jagatsinghapur,2000,Whole Year,Dry chillies,550,480,74.91675
20469,Odisha,jagatsinghapur,2001,Whole Year,Dry chillies,560,500,120.6327899
20470,Odisha,jagatsinghapur,2002,Whole Year,Dry chillies,5330,4530,136.5583158
20471,Odisha,jagatsinghapur,2003,Whole Year,Dry chillies,3720,3160,146.854443
20472,Odisha,jagatsinghapur,2004,Whole Year,Dry chillies,3935,3350,111.4107869
20473,Odisha,jajapur,1999,Kharif,Dry chillies,910,250,127.0678989
20474,Odisha,jajapur,1999,Rabi,Dry chillies,2090,1880,212.2776667
20475,Odisha,jajapur,2000,Whole Year,Dry chillies,820,690,52.1735
20476,Odisha,jajapur,2001,Whole Year,Dry chillies,830,710,123.6756817
20477,Odisha,jajapur,2002,Whole Year,Dry chillies,2370,1990,133.8968068
20478,Odisha,jajapur,2003,Whole Year,Dry chillies,2530,2120,164.1046506
20479,Odisha,jajapur,2004,Whole Year,Dry chillies,2568,2150,120.3523875
20480,Odisha,jharsuguda,1999,Kharif,Dry chillies,1020,1040,127.1957823
20481,Odisha,jharsuguda,1999,Rabi,Dry chillies,1480,1670,292.1366667
20482,Odisha,jharsuguda,2000,Whole Year,Dry chillies,2350,1950,12.17475
20483,Odisha,jharsuguda,2001,Whole Year,Dry chillies,1890,1470,112.8514653
20484,Odisha,jharsuguda,2002,Whole Year,Dry chillies,1090,910,117.4253721
20485,Odisha,jharsuguda,2003,Whole Year,Dry chillies,1190,1020,169.1193643
20486,Odisha,jharsuguda,2004,Whole Year,Dry chillies,1056,910,134.1788637
20487,Odisha,kalahandi,1999,Kharif,Dry chillies,1190,580,95.36773864
20488,Odisha,kalahandi,1999,Rabi,Dry chillies,3560,1790,163.5653333
20489,Odisha,kalahandi,2000,Whole Year,Dry chillies,1700,1490,19.1175
20490,Odisha,kalahandi,2001,Whole Year,Dry chillies,1670,1300,109.260048
20491,Odisha,kalahandi,2002,Whole Year,Dry chillies,1690,1320,112.2125873
20492,Odisha,kalahandi,2003,Whole Year,Dry chillies,1860,1450,166.2213823
20493,Odisha,kalahandi,2004,Whole Year,Dry chillies,1980,1540,132.5925319
20494,Odisha,kandhamal,1999,Kharif,Dry chillies,870,440,112.036961
20495,Odisha,kandhamal,1999,Rabi,Dry chillies,140,50,152.8823333
20496,Odisha,kandhamal,2000,Whole Year,Dry chillies,1040,850,30.8095
20497,Odisha,kandhamal,2001,Whole Year,Dry chillies,2060,1650,97.56409987
20498,Odisha,kandhamal,2002,Whole Year,Dry chillies,1110,790,102.502925
20499,Odisha,kandhamal,2003,Whole Year,Dry chillies,1830,1370,145.8414104
20500,Odisha,kandhamal,2004,Whole Year,Dry chillies,1722,1290,110.4151175
20501,Odisha,kendrapara,1999,Kharif,Dry chillies,640,790,102.4010098
20502,Odisha,kendrapara,1999,Rabi,Dry chillies,6590,6040,238.5476667
20503,Odisha,kendrapara,2000,Whole Year,Dry chillies,870,740,65.646
20504,Odisha,kendrapara,2001,Whole Year,Dry chillies,860,730,135.4756213
20505,Odisha,kendrapara,2002,Whole Year,Dry chillies,4240,3600,150.4811351
20506,Odisha,kendrapara,2003,Whole Year,Dry chillies,4290,3640,167.5297613
20507,Odisha,kendrapara,2004,Whole Year,Dry chillies,3659,3110,125.7882301
20508,Odisha,kendujhar,1999,Kharif,Dry chillies,1230,880,139.3622692
20509,Odisha,kendujhar,1999,Rabi,Dry chillies,2090,2270,216.089
20510,Odisha,kendujhar,2000,Whole Year,Dry chillies,2700,2320,29.631
20511,Odisha,kendujhar,2001,Whole Year,Dry chillies,2820,2470,109.4710645
20512,Odisha,kendujhar,2002,Whole Year,Dry chillies,3130,2740,117.4708387
20513,Odisha,kendujhar,2003,Whole Year,Dry chillies,4380,3830,159.3491532
20514,Odisha,kendujhar,2004,Whole Year,Dry chillies,4670,4090,120.0569294
20515,Odisha,khordha,1999,Kharif,Dry chillies,1060,850,109.1400775
20516,Odisha,khordha,1999,Rabi,Dry chillies,840,690,181.6766667
20517,Odisha,khordha,2000,Whole Year,Dry chillies,400,320,83.83075
20518,Odisha,khordha,2001,Whole Year,Dry chillies,410,350,106.0087885
20519,Odisha,khordha,2002,Whole Year,Dry chillies,750,640,115.7257324
20520,Odisha,khordha,2003,Whole Year,Dry chillies,550,470,138.380061
20521,Odisha,khordha,2004,Whole Year,Dry chillies,538,460,103.2385051
20522,Odisha,koraput,1999,Kharif,Dry chillies,3500,2910,114.7322921
20523,Odisha,koraput,1999,Rabi,Dry chillies,1150,950,150.8586667
20524,Odisha,koraput,2000,Whole Year,Dry chillies,4870,4280,43.6995
20525,Odisha,koraput,2001,Whole Year,Dry chillies,4970,4370,113.4199914
20526,Odisha,koraput,2002,Whole Year,Dry chillies,4900,3870,107.0099993
20527,Odisha,koraput,2003,Whole Year,Dry chillies,4060,3210,153.5698333
20528,Odisha,koraput,2004,Whole Year,Dry chillies,3547,2800,130.7450694
20529,Odisha,malkangiri,1999,Kharif,Dry chillies,1910,1990,113.1614225
20530,Odisha,malkangiri,1999,Rabi,Dry chillies,2030,1490,159.0753333
20531,Odisha,malkangiri,2000,Whole Year,Dry chillies,2600,2210,51.53125
20532,Odisha,malkangiri,2001,Whole Year,Dry chillies,2610,2220,108.0512332
20533,Odisha,malkangiri,2002,Whole Year,Dry chillies,2500,2150,101.2522694
20534,Odisha,malkangiri,2003,Whole Year,Dry chillies,1800,1550,134.6162725
20535,Odisha,malkangiri,2004,Whole Year,Dry chillies,1625,1400,119.3090227
20536,Odisha,mayurbhanj,1999,Kharif,Dry chillies,2590,2330,93.91891856
20537,Odisha,mayurbhanj,1999,Rabi,Dry chillies,2800,2460,215.7016667
20538,Odisha,mayurbhanj,2000,Whole Year,Dry chillies,5120,4500,31.7435
20539,Odisha,mayurbhanj,2001,Whole Year,Dry chillies,4220,3720,115.4440645
20540,Odisha,mayurbhanj,2002,Whole Year,Dry chillies,800,700,120.3595887
20541,Odisha,mayurbhanj,2003,Whole Year,Dry chillies,1080,950,162.3869657
20542,Odisha,mayurbhanj,2004,Whole Year,Dry chillies,1073,940,127.2529138
20543,Odisha,nayagarh,1999,Kharif,Dry chillies,510,400,111.6854928
20544,Odisha,nayagarh,1999,Rabi,Dry chillies,470,380,160.8703333
20545,Odisha,nayagarh,2000,Whole Year,Dry chillies,240,190,62.1485
20546,Odisha,nayagarh,2001,Whole Year,Dry chillies,280,240,98.44939747
20547,Odisha,nayagarh,2002,Whole Year,Dry chillies,810,690,107.5717831
20548,Odisha,nayagarh,2003,Whole Year,Dry chillies,510,430,140.7531486
20549,Odisha,nayagarh,2004,Whole Year,Dry chillies,535,450,102.656179
20550,Odisha,nuapada,1999,Kharif,Dry chillies,780,200,107.0583483
20551,Odisha,nuapada,1999,Rabi,Dry chillies,930,510,191.352
20552,Odisha,nuapada,2000,Whole Year,Dry chillies,990,840,13.75225
20553,Odisha,nuapada,2001,Whole Year,Dry chillies,1010,890,105.4258157
20554,Odisha,nuapada,2002,Whole Year,Dry chillies,2820,2230,107.3529013
20555,Odisha,nuapada,2003,Whole Year,Dry chillies,2860,2260,157.5904918
20556,Odisha,nuapada,2004,Whole Year,Dry chillies,3093,1650,124.4567076
20557,Odisha,puri,1999,Kharif,Dry chillies,680,540,100.3619756
20558,Odisha,puri,1999,Rabi,Dry chillies,390,260,169.7656667
20559,Odisha,puri,2000,Whole Year,Dry chillies,240,200,73.22825
20560,Odisha,puri,2001,Whole Year,Dry chillies,240,210,104.2893542
20561,Odisha,puri,2002,Whole Year,Dry chillies,230,200,115.6531128
20562,Odisha,puri,2003,Whole Year,Dry chillies,250,210,128.6255094
20563,Odisha,puri,2004,Whole Year,Dry chillies,331,280,96.20504245
20564,Odisha,rayagada,1999,Kharif,Dry chillies,1180,1420,113.6323369
20565,Odisha,rayagada,1999,Rabi,Dry chillies,1060,1240,150.0223333
20566,Odisha,rayagada,2000,Whole Year,Dry chillies,2590,2150,36.4065
20567,Odisha,rayagada,2001,Whole Year,Dry chillies,3630,2870,110.2293344
20568,Odisha,rayagada,2002,Whole Year,Dry chillies,3750,3300,111.3984445
20569,Odisha,rayagada,2003,Whole Year,Dry chillies,2120,1870,151.0533704
20570,Odisha,rayagada,2004,Whole Year,Dry chillies,2006,1770,123.7110309
20571,Odisha,sambalpur,1999,Kharif,Dry chillies,1890,2040,115.5795026
20572,Odisha,sambalpur,1999,Rabi,Dry chillies,4450,5160,254.0716667
20573,Odisha,sambalpur,2000,Whole Year,Dry chillies,5820,4910,15.65175
20574,Odisha,sambalpur,2001,Whole Year,Dry chillies,4630,4080,110.0765403
20575,Odisha,sambalpur,2002,Whole Year,Dry chillies,4450,3740,114.0082117
